tt 	 wt 	 It 	 Cet 	 ut
0.1872 	0 	9.9999819.1 	8 	
0.1873 	0 	9.9999819.1 	8 	
0.1874 	0 	9.9999819.1 	8 	
0.1875 	0 	9.9999819.1 	8 	
0.1876 	0 	9.9999819.1 	8 	
0.1877 	0 	9.9999819.1 	8 	
0.1878 	0 	9.9999819.1 	8 	
0.1879 	0 	9.9999819.1 	8 	
0.188 	0 	9.9999819.1 	8 	
0.1881 	0 	9.9999819.1 	8 	
0.1882 	0 	9.9999819.1 	8 	
0.1883 	0 	9.9999819.1 	8 	
0.1884 	0 	9.9999819.1 	8 	
0.1885 	0 	9.9999819.1 	8 	
0.1886 	0 	9.9999819.1 	8 	
0.1887 	0 	9.9999819.1 	8 	
0.1888 	0 	9.9999819.1 	8 	
0.1889 	0 	9.9999819.1 	8 	
0.189 	0 	9.9999819.1 	8 	
0.1891 	0 	9.9999819.1 	8 	
0.1892 	0 	9.9999819.1 	8 	
0.1893 	0 	9.9999819.1 	8 	
0.1894 	0 	9.9999819.1 	8 	
0.1895 	0 	9.9999819.1 	8 	
0.1896 	0 	9.9999819.1 	8 	
0.1897 	0 	9.9999819.1 	8 	
0.1898 	0 	9.9999819.1 	8 	
0.1899 	0 	9.9999819.1 	8 	
0.19 	0 	9.9999819.1 	8 	
0.1901 	0 	9.9999819.1 	8 	
0.1902 	0 	9.9999819.1 	8 	
0.1903 	0 	9.9999819.1 	8 	
0.1904 	0 	9.9999819.1 	8 	
0.1905 	0 	9.9999819.1 	8 	
0.1906 	0 	9.9999819.1 	8 	
0.1907 	0 	9.9999819.1 	8 	
0.1908 	0 	9.9999819.1 	8 	
0.1909 	0 	9.9999819.1 	8 	
0.191 	0 	9.9999819.1 	8 	
0.1911 	0 	9.9999819.1 	8 	
0.1912 	0 	9.9999819.1 	8 	
0.1913 	0 	9.9999819.1 	8 	
0.1914 	0 	9.9999819.1 	8 	
0.1915 	0 	9.9999819.1 	8 	
0.1916 	0 	9.9999819.1 	8 	
0.1917 	0 	9.9999819.1 	8 	
0.1918 	0 	9.9999819.1 	8 	
0.1919 	0 	9.9999819.1 	8 	
0.192 	0 	9.9999819.1 	8 	
0.1921 	0 	9.9999819.1 	8 	
0.1922 	0 	9.9999819.1 	8 	
0.1923 	0 	9.9999819.1 	8 	
0.1924 	0 	9.9999819.1 	8 	
0.1925 	0 	9.9999819.1 	8 	
0.1926 	0 	9.9999819.1 	8 	
0.1927 	0 	9.9999819.1 	8 	
0.1928 	0 	9.9999819.1 	8 	
0.1929 	0 	9.9999819.1 	8 	
0.193 	0 	9.9999819.1 	8 	
0.1931 	0 	9.9999819.1 	8 	
0.1932 	0 	9.9999819.1 	8 	
0.1933 	0 	9.9999819.1 	8 	
0.1934 	0 	9.9999819.1 	8 	
0.1935 	0 	9.9999819.1 	8 	
0.1936 	0 	9.9999819.1 	8 	
0.1937 	0 	9.9999819.1 	8 	
0.1938 	0 	9.9999919.1 	8 	
0.1939 	0 	9.9999919.1 	8 	
0.194 	0 	9.9999919.1 	8 	
0.1941 	0 	9.9999919.1 	8 	
0.1942 	0 	9.9999919.1 	8 	
0.1943 	0 	9.9999919.1 	8 	
0.1944 	0 	9.9999919.1 	8 	
0.1945 	0 	9.9999919.1 	8 	
0.1946 	0 	9.9999919.1 	8 	
0.1947 	0 	9.9999919.1 	8 	
0.1948 	0 	9.9999919.1 	8 	
0.1949 	0 	9.9999919.1 	8 	
0.195 	0 	9.9999919.1 	8 	
0.1951 	0 	9.9999919.1 	8 	
0.1952 	0 	9.9999919.1 	8 	
0.1953 	0 	9.9999919.1 	8 	
0.1954 	0 	9.9999919.1 	8 	
0.1955 	0 	9.9999919.1 	8 	
0.1956 	0 	9.9999919.1 	8 	
0.1957 	0 	9.9999919.1 	8 	
0.1958 	0 	9.9999919.1 	8 	
0.1959 	0 	9.9999919.1 	8 	
0.196 	0 	9.9999919.1 	8 	
0.1961 	0 	9.9999919.1 	8 	
0.1962 	0 	9.9999919.1 	8 	
0.1963 	0 	9.9999919.1 	8 	
0.1964 	0 	9.9999919.1 	8 	
0.1965 	0 	9.9999919.1 	8 	
0.1966 	0 	9.9999919.1 	8 	
0.1967 	0 	9.9999919.1 	8 	
0.1968 	0 	9.9999919.1 	8 	
0.1969 	0 	9.9999919.1 	8 	
0.197 	0 	9.9999919.1 	8 	
0.1971 	0 	9.9999919.1 	8 	
0.1972 	0 	9.9999919.1 	8 	
0.1973 	0 	9.9999919.1 	8 	
0.1974 	0 	9.9999919.1 	8 	
0.1975 	0 	9.9999919.1 	8 	
0.1976 	0 	9.9999919.1 	8 	
0.1977 	0 	9.9999919.1 	8 	
0.1978 	0 	9.9999919.1 	8 	
0.1979 	0 	9.9999919.1 	8 	
0.198 	0 	9.9999919.1 	8 	
0.1981 	0 	9.9999919.1 	8 	
0.1982 	0 	9.9999919.1 	8 	
0.1983 	0 	9.9999919.1 	8 	
0.1984 	0 	9.9999919.1 	8 	
0.1985 	0 	9.9999919.1 	8 	
0.1986 	0 	9.9999919.1 	8 	
0.1987 	0 	9.9999919.1 	8 	
0.1988 	0 	9.9999919.1 	8 	
0.1989 	0 	9.9999919.1 	8 	
0.199 	0 	9.9999919.1 	8 	
0.1991 	0 	9.9999919.1 	8 	
0.1992 	0 	9.9999919.1 	8 	
0.1993 	0 	9.9999919.1 	8 	
0.1994 	0 	9.9999919.1 	8 	
0.1995 	0 	9.9999919.1 	8 	
0.1996 	0 	9.9999919.1 	8 	
0.1997 	0 	9.9999919.1 	8 	
0.1998 	0 	9.9999919.1 	8 	
0.1999 	0 	9.9999919.1 	8 	
0.2 	0 	9.9999919.1 	8 	
0.2001 	0 	9.9999919.1 	8 	
0.2002 	0 	9.9999919.1 	8 	
0.2003 	0 	9.9999919.1 	8 	
0.2004 	0 	9.9999919.1 	8 	
0.2005 	0 	9.9999919.1 	8 	
0.2006 	0 	9.9999919.1 	8 	
0.2007 	0 	9.9999919.1 	8 	
0.2008 	0 	9.9999919.1 	8 	
0.2009 	0 	9.9999919.1 	8 	
0.201 	0 	9.9999919.1 	8 	
0.2011 	0 	9.9999919.1 	8 	
0.2012 	0 	9.9999919.1 	8 	
0.2013 	0 	9.9999919.1 	8 	
0.2014 	0 	9.9999919.1 	8 	
0.2015 	0 	9.9999919.1 	8 	
0.2016 	0 	9.9999919.1 	8 	
0.2017 	0 	9.9999919.1 	8 	
0.2018 	0 	9.9999919.1 	8 	
0.2019 	0 	9.9999919.1 	8 	
0.202 	0 	9.9999919.1 	8 	
0.2021 	0 	9.9999919.1 	8 	
0.2022 	0 	9.9999919.1 	8 	
0.2023 	0 	9.9999919.1 	8 	
0.2024 	0 	9.9999919.1 	8 	
0.2025 	0 	9.9999919.1 	8 	
0.2026 	0 	9.9999919.1 	8 	
0.2027 	0 	9.9999919.1 	8 	
0.2028 	0 	9.9999919.1 	8 	
0.2029 	0 	9.9999919.1 	8 	
0.203 	0 	9.9999919.1 	8 	
0.2031 	0 	9.9999919.1 	8 	
0.2032 	0 	9.9999919.1 	8 	
0.2033 	0 	9.9999919.1 	8 	
0.2034 	0 	9.9999919.1 	8 	
0.2035 	0 	9.9999919.1 	8 	
0.2036 	0 	9.9999919.1 	8 	
0.2037 	0 	9.9999919.1 	8 	
0.2038 	0 	9.9999919.1 	8 	
0.2039 	0 	9.9999919.1 	8 	
0.204 	0 	9.9999919.1 	8 	
0.2041 	0 	9.9999919.1 	8 	
0.2042 	0 	9.9999919.1 	8 	
0.2043 	0 	9.9999919.1 	8 	
0.2044 	0 	9.9999919.1 	8 	
0.2045 	0 	9.9999919.1 	8 	
0.2046 	0 	9.9999919.1 	8 	
0.2047 	0 	9.9999919.1 	8 	
0.2048 	0 	9.9999919.1 	8 	
0.2049 	0 	9.9999919.1 	8 	
0.205 	0 	9.9999919.1 	8 	
0.2051 	0 	9.9999919.1 	8 	
0.2052 	0 	9.9999919.1 	8 	
0.2053 	0 	9.9999919.1 	8 	
0.2054 	0 	9.9999919.1 	8 	
0.2055 	0 	9.9999919.1 	8 	
0.2056 	0 	9.9999919.1 	8 	
0.2057 	0 	9.9999919.1 	8 	
0.2058 	0 	9.9999919.1 	8 	
0.2059 	0 	9.9999919.1 	8 	
0.206 	0 	9.9999919.1 	8 	
0.2061 	0 	9.9999919.1 	8 	
0.2062 	0 	9.9999919.1 	8 	
0.2063 	0 	9.9999919.1 	8 	
0.2064 	0 	9.9999919.1 	8 	
0.2065 	0 	9.9999919.1 	8 	
0.2066 	0 	9.9999919.1 	8 	
0.2067 	0 	9.9999919.1 	8 	
0.2068 	0 	9.9999919.1 	8 	
0.2069 	0 	9.9999919.1 	8 	
0.207 	0 	9.9999919.1 	8 	
0.2071 	0 	9.9999919.1 	8 	
0.2072 	0 	9.9999919.1 	8 	
0.2073 	0 	9.9999919.1 	8 	
0.2074 	0 	9.9999919.1 	8 	
0.2075 	0 	9.9999919.1 	8 	
0.2076 	0 	9.9999919.1 	8 	
0.2077 	0 	9.9999919.1 	8 	
0.2078 	0 	9.9999919.1 	8 	
0.2079 	0 	9.9999919.1 	8 	
0.208 	0 	9.9999919.1 	8 	
0.2081 	0 	9.9999919.1 	8 	
0.2082 	0 	9.9999919.1 	8 	
0.2083 	0 	9.9999919.1 	8 	
0.2084 	0 	9.9999919.1 	8 	
0.2085 	0 	9.9999919.1 	8 	
0.2086 	0 	9.9999919.1 	8 	
0.2087 	0 	9.9999919.1 	8 	
0.2088 	0 	1019.1 	8 	
0.2089 	0 	1019.1 	8 	
0.209 	0 	1019.1 	8 	
0.2091 	0 	1019.1 	8 	
0.2092 	0 	1019.1 	8 	
0.2093 	0 	1019.1 	8 	
0.2094 	0 	1019.1 	8 	
0.2095 	0 	1019.1 	8 	
0.2096 	0 	1019.1 	8 	
0.2097 	0 	1019.1 	8 	
0.2098 	0 	1019.1 	8 	
0.2099 	0 	1019.1 	8 	
0.21 	0 	1019.1 	8 	
0.2101 	0 	1019.1 	8 	
0.2102 	0 	1019.1 	8 	
0.2103 	0 	1019.1 	8 	
0.2104 	0 	1019.1 	8 	
0.2105 	0 	1019.1 	8 	
0.2106 	0 	1019.1 	8 	
0.2107 	0 	1019.1 	8 	
0.2108 	0 	1019.1 	8 	
0.2109 	0 	1019.1 	8 	
0.211 	0 	1019.1 	8 	
0.2111 	0 	1019.1 	8 	
0.2112 	0 	1019.1 	8 	
0.2113 	0 	1019.1 	8 	
0.2114 	0 	1019.1 	8 	
0.2115 	0 	1019.1 	8 	
0.2116 	0 	1019.1 	8 	
0.2117 	0 	1019.1 	8 	
0.2118 	0 	1019.1 	8 	
0.2119 	0 	1019.1 	8 	
0.212 	0 	1019.1 	8 	
0.2121 	0 	1019.1 	8 	
0.2122 	0 	1019.1 	8 	
0.2123 	0 	1019.1 	8 	
0.2124 	0 	1019.1 	8 	
0.2125 	0 	1019.1 	8 	
0.2126 	0 	1019.1 	8 	
0.2127 	0 	1019.1 	8 	
0.2128 	0 	1019.1 	8 	
0.2129 	0 	1019.1 	8 	
0.213 	0 	1019.1 	8 	
0.2131 	0 	1019.1 	8 	
0.2132 	0 	1019.1 	8 	
0.2133 	0 	1019.1 	8 	
0.2134 	0 	1019.1 	8 	
0.2135 	0 	1019.1 	8 	
0.2136 	0 	1019.1 	8 	
0.2137 	0 	1019.1 	8 	
0.2138 	0 	1019.1 	8 	
0.2139 	0 	1019.1 	8 	
0.214 	0 	1019.1 	8 	
0.2141 	0 	1019.1 	8 	
0.2142 	0 	1019.1 	8 	
0.2143 	0 	1019.1 	8 	
0.2144 	0 	1019.1 	8 	
0.2145 	0 	1019.1 	8 	
0.2146 	0 	1019.1 	8 	
0.2147 	0 	1019.1 	8 	
0.2148 	0 	1019.1 	8 	
0.2149 	0 	1019.1 	8 	
0.215 	0 	1019.1 	8 	
0.2151 	0 	1019.1 	8 	
0.2152 	0 	1019.1 	8 	
0.2153 	0 	1019.1 	8 	
0.2154 	0 	1019.1 	8 	
0.2155 	0 	1019.1 	8 	
0.2156 	0 	1019.1 	8 	
0.2157 	0 	1019.1 	8 	
0.2158 	0 	1019.1 	8 	
0.2159 	0 	1019.1 	8 	
0.216 	0 	1019.1 	8 	
0.2161 	0 	1019.1 	8 	
0.2162 	0 	1019.1 	8 	
0.2163 	0 	1019.1 	8 	
0.2164 	0 	1019.1 	8 	
0.2165 	0 	1019.1 	8 	
0.2166 	0 	1019.1 	8 	
0.2167 	0 	1019.1 	8 	
0.2168 	0 	1019.1 	8 	
0.2169 	0 	1019.1 	8 	
0.217 	0 	1019.1 	8 	
0.2171 	0 	1019.1 	8 	
0.2172 	0 	1019.1 	8 	
0.2173 	0 	1019.1 	8 	
0.2174 	0 	1019.1 	8 	
0.2175 	0 	1019.1 	8 	
0.2176 	0 	1019.1 	8 	
0.2177 	0 	1019.1 	8 	
0.2178 	0 	1019.1 	8 	
0.2179 	0 	1019.1 	8 	
0.218 	0 	1019.1 	8 	
0.2181 	0 	1019.1 	8 	
0.2182 	0 	1019.1 	8 	
0.2183 	0 	1019.1 	8 	
0.2184 	0 	1019.1 	8 	
0.2185 	0 	1019.1 	8 	
0.2186 	0 	1019.1 	8 	
0.2187 	0 	1019.1 	8 	
0.2188 	0 	1019.1 	8 	
0.2189 	0 	1019.1 	8 	
0.219 	0 	1019.1 	8 	
0.2191 	0 	1019.1 	8 	
0.2192 	0 	1019.1 	8 	
0.2193 	0 	1019.1 	8 	
0.2194 	0 	1019.1 	8 	
0.2195 	0 	1019.1 	8 	
0.2196 	0 	1019.1 	8 	
0.2197 	0 	1019.1 	8 	
0.2198 	0 	1019.1 	8 	
0.2199 	0 	1019.1 	8 	
0.22 	0 	1019.1 	8 	
0.2201 	0 	1019.1 	8 	
0.2202 	0 	1019.1 	8 	
0.2203 	0 	1019.1 	8 	
0.2204 	0 	1019.1 	8 	
0.2205 	0 	1019.1 	8 	
0.2206 	0 	1019.1 	8 	
0.2207 	0 	1019.1 	8 	
0.2208 	0 	1019.1 	8 	
0.2209 	0 	1019.1 	8 	
0.221 	0 	1019.1 	8 	
0.2211 	0 	1019.1 	8 	
0.2212 	0 	1019.1 	8 	
0.2213 	0 	1019.1 	8 	
0.2214 	0 	1019.1 	8 	
0.2215 	0 	1019.1 	8 	
0.2216 	0 	1019.1 	8 	
0.2217 	0 	1019.1 	8 	
0.2218 	0 	1019.1 	8 	
0.2219 	0 	1019.1 	8 	
0.222 	0 	1019.1 	8 	
0.2221 	0 	1019.1 	8 	
0.2222 	0 	1019.1 	8 	
0.2223 	0 	1019.1 	8 	
0.2224 	0 	1019.1 	8 	
0.2225 	0 	1019.1 	8 	
0.2226 	0 	1019.1 	8 	
0.2227 	0 	1019.1 	8 	
0.2228 	0 	1019.1 	8 	
0.2229 	0 	1019.1 	8 	
0.223 	0 	1019.1 	8 	
0.2231 	0 	1019.1 	8 	
0.2232 	0 	1019.1 	8 	
0.2233 	0 	1019.1 	8 	
0.2234 	0 	1019.1 	8 	
0.2235 	0 	1019.1 	8 	
0.2236 	0 	1019.1 	8 	
0.2237 	0 	1019.1 	8 	
0.2238 	0 	1019.1 	8 	
0.2239 	0 	1019.1 	8 	
0.224 	0 	1019.1 	8 	
0.2241 	0 	1019.1 	8 	
0.2242 	0 	1019.1 	8 	
0.2243 	0 	1019.1 	8 	
0.2244 	0 	1019.1 	8 	
0.2245 	0 	1019.1 	8 	
0.2246 	0 	1019.1 	8 	
0.2247 	0 	1019.1 	8 	
0.2248 	0 	1019.1 	8 	
0.2249 	0 	1019.1 	8 	
0.225 	0 	1019.1 	8 	
0.2251 	0 	1019.1 	8 	
0.2252 	0 	1019.1 	8 	
0.2253 	0 	1019.1 	8 	
0.2254 	0 	1019.1 	8 	
0.2255 	0 	1019.1 	8 	
0.2256 	0 	1019.1 	8 	
0.2257 	0 	1019.1 	8 	
0.2258 	0 	1019.1 	8 	
0.2259 	0 	1019.1 	8 	
0.226 	0 	1019.1 	8 	
0.2261 	0 	1019.1 	8 	
0.2262 	0 	1019.1 	8 	
0.2263 	0 	1019.1 	8 	
0.2264 	0 	1019.1 	8 	
0.2265 	0 	1019.1 	8 	
0.2266 	0 	1019.1 	8 	
0.2267 	0 	1019.1 	8 	
0.2268 	0 	1019.1 	8 	
0.2269 	0 	1019.1 	8 	
0.227 	0 	1019.1 	8 	
0.2271 	0 	1019.1 	8 	
0.2272 	0 	1019.1 	8 	
0.2273 	0 	1019.1 	8 	
0.2274 	0 	1019.1 	8 	
0.2275 	0 	1019.1 	8 	
0.2276 	0 	1019.1 	8 	
0.2277 	0 	1019.1 	8 	
0.2278 	0 	1019.1 	8 	
0.2279 	0 	1019.1 	8 	
0.228 	0 	1019.1 	8 	
0.2281 	0 	1019.1 	8 	
0.2282 	0 	1019.1 	8 	
0.2283 	0 	1019.1 	8 	
0.2284 	0 	1019.1 	8 	
0.2285 	0 	1019.1 	8 	
0.2286 	0 	1019.1 	8 	
0.2287 	0 	1019.1 	8 	
0.2288 	0 	1019.1 	8 	
0.2289 	0 	1019.1 	8 	
0.229 	0 	1019.1 	8 	
0.2291 	0 	1019.1 	8 	
0.2292 	0 	1019.1 	8 	
0.2293 	0 	1019.1 	8 	
0.2294 	0 	1019.1 	8 	
0.2295 	0 	1019.1 	8 	
0.2296 	0 	1019.1 	8 	
0.2297 	0 	1019.1 	8 	
0.2298 	0 	1019.1 	8 	
0.2299 	0 	1019.1 	8 	
0.23 	0 	1019.1 	8 	
0.2301 	0 	1019.1 	8 	
0.2302 	0 	1019.1 	8 	
0.2303 	0 	1019.1 	8 	
0.2304 	0 	1019.1 	8 	
0.2305 	0 	1019.1 	8 	
0.2306 	0 	1019.1 	8 	
0.2307 	0 	1019.1 	8 	
0.2308 	0 	1019.1 	8 	
0.2309 	0 	1019.1 	8 	
0.231 	0 	1019.1 	8 	
0.2311 	0 	1019.1 	8 	
0.2312 	0 	1019.1 	8 	
0.2313 	0 	1019.1 	8 	
0.2314 	0 	1019.1 	8 	
0.2315 	0 	1019.1 	8 	
0.2316 	0 	1019.1 	8 	
0.2317 	0 	1019.1 	8 	
0.2318 	0 	1019.1 	8 	
0.2319 	0 	1019.1 	8 	
0.232 	0 	1019.1 	8 	
0.2321 	0 	1019.1 	8 	
0.2322 	0 	1019.1 	8 	
0.2323 	0 	1019.1 	8 	
0.2324 	0 	1019.1 	8 	
0.2325 	0 	1019.1 	8 	
0.2326 	0 	1019.1 	8 	
0.2327 	0 	1019.1 	8 	
0.2328 	0 	1019.1 	8 	
0.2329 	0 	1019.1 	8 	
0.233 	0 	1019.1 	8 	
0.2331 	0 	1019.1 	8 	
0.2332 	0 	1019.1 	8 	
0.2333 	0 	1019.1 	8 	
0.2334 	0 	1019.1 	8 	
0.2335 	0 	1019.1 	8 	
0.2336 	0 	1019.1 	8 	
0.2337 	0 	1019.1 	8 	
0.2338 	0 	1019.1 	8 	
0.2339 	0 	1019.1 	8 	
0.234 	0 	1019.1 	8 	
0.2341 	0 	1019.1 	8 	
0.2342 	0 	1019.1 	8 	
0.2343 	0 	1019.1 	8 	
0.2344 	0 	1019.1 	8 	
0.2345 	0 	1019.1 	8 	
0.2346 	0 	1019.1 	8 	
0.2347 	0 	1019.1 	8 	
0.2348 	0 	1019.1 	8 	
0.2349 	0 	1019.1 	8 	
0.235 	0 	1019.1 	8 	
0.2351 	0 	1019.1 	8 	
0.2352 	0 	1019.1 	8 	
0.2353 	0 	1019.1 	8 	
0.2354 	0 	1019.1 	8 	
0.2355 	0 	1019.1 	8 	
0.2356 	0 	1019.1 	8 	
0.2357 	0 	1019.1 	8 	
0.2358 	0 	1019.1 	8 	
0.2359 	0 	1019.1 	8 	
0.236 	0 	1019.1 	8 	
0.2361 	0 	1019.1 	8 	
0.2362 	0 	1019.1 	8 	
0.2363 	0 	1019.1 	8 	
0.2364 	0 	1019.1 	8 	
0.2365 	0 	1019.1 	8 	
0.2366 	0 	1019.1 	8 	
0.2367 	0 	1019.1 	8 	
0.2368 	0 	1019.1 	8 	
0.2369 	0 	1019.1 	8 	
0.237 	0 	1019.1 	8 	
0.2371 	0 	1019.1 	8 	
0.2372 	0 	1019.1 	8 	
0.2373 	0 	1019.1 	8 	
0.2374 	0 	1019.1 	8 	
0.2375 	0 	1019.1 	8 	
0.2376 	0 	1019.1 	8 	
0.2377 	0 	1019.1 	8 	
0.2378 	0 	1019.1 	8 	
0.2379 	0 	1019.1 	8 	
0.238 	0 	1019.1 	8 	
0.2381 	0 	1019.1 	8 	
0.2382 	0 	1019.1 	8 	
0.2383 	0 	1019.1 	8 	
0.2384 	0 	1019.1 	8 	
0.2385 	0 	1019.1 	8 	
0.2386 	0 	1019.1 	8 	
0.2387 	0 	1019.1 	8 	
0.2388 	0 	1019.1 	8 	
0.2389 	0 	1019.1 	8 	
0.239 	0 	1019.1 	8 	
0.2391 	0 	1019.1 	8 	
0.2392 	0 	1019.1 	8 	
0.2393 	0 	1019.1 	8 	
0.2394 	0 	1019.1 	8 	
0.2395 	0 	1019.1 	8 	
0.2396 	0 	1019.1 	8 	
0.2397 	0 	1019.1 	8 	
0.2398 	0 	1019.1 	8 	
0.2399 	0 	1019.1 	8 	
0.24 	0 	1019.1 	8 	
0.2401 	0 	1019.1 	8 	
0.2402 	0 	1019.1 	8 	
0.2403 	0 	1019.1 	8 	
0.2404 	0 	1019.1 	8 	
0.2405 	0 	1019.1 	8 	
0.2406 	0 	1019.1 	8 	
0.2407 	0 	1019.1 	8 	
0.2408 	0 	1019.1 	8 	
0.2409 	0 	1019.1 	8 	
0.241 	0 	1019.1 	8 	
0.2411 	0 	1019.1 	8 	
0.2412 	0 	1019.1 	8 	
0.2413 	0 	1019.1 	8 	
0.2414 	0 	1019.1 	8 	
0.2415 	0 	1019.1 	8 	
0.2416 	0 	1019.1 	8 	
0.2417 	0 	1019.1 	8 	
0.2418 	0 	1019.1 	8 	
0.2419 	0 	1019.1 	8 	
0.242 	0 	1019.1 	8 	
0.2421 	0 	1019.1 	8 	
0.2422 	0 	1019.1 	8 	
0.2423 	0 	1019.1 	8 	
0.2424 	0 	1019.1 	8 	
0.2425 	0 	1019.1 	8 	
0.2426 	0 	1019.1 	8 	
0.2427 	0 	1019.1 	8 	
0.2428 	0 	1019.1 	8 	
0.2429 	0 	1019.1 	8 	
0.243 	0 	1019.1 	8 	
0.2431 	0 	1019.1 	8 	
0.2432 	0 	1019.1 	8 	
0.2433 	0 	1019.1 	8 	
0.2434 	0 	1019.1 	8 	
0.2435 	0 	1019.1 	8 	
0.2436 	0 	1019.1 	8 	
0.2437 	0 	1019.1 	8 	
0.2438 	0 	1019.1 	8 	
0.2439 	0 	1019.1 	8 	
0.244 	0 	1019.1 	8 	
0.2441 	0 	1019.1 	8 	
0.2442 	0 	1019.1 	8 	
0.2443 	0 	1019.1 	8 	
0.2444 	0 	1019.1 	8 	
0.2445 	0 	1019.1 	8 	
0.2446 	0 	1019.1 	8 	
0.2447 	0 	1019.1 	8 	
0.2448 	0 	1019.1 	8 	
0.2449 	0 	1019.1 	8 	
0.245 	0 	1019.1 	8 	
0.2451 	0 	1019.1 	8 	
0.2452 	0 	1019.1 	8 	
0.2453 	0 	1019.1 	8 	
0.2454 	0 	1019.1 	8 	
0.2455 	0 	1019.1 	8 	
0.2456 	0 	1019.1 	8 	
0.2457 	0 	1019.1 	8 	
0.2458 	0 	1019.1 	8 	
0.2459 	0 	1019.1 	8 	
0.246 	0 	1019.1 	8 	
0.2461 	0 	1019.1 	8 	
0.2462 	0 	1019.1 	8 	
0.2463 	0 	1019.1 	8 	
0.2464 	0 	1019.1 	8 	
0.2465 	0 	1019.1 	8 	
0.2466 	0 	1019.1 	8 	
0.2467 	0 	1019.1 	8 	
0.2468 	0 	1019.1 	8 	
0.2469 	0 	1019.1 	8 	
0.247 	0 	1019.1 	8 	
0.2471 	0 	1019.1 	8 	
0.2472 	0 	1019.1 	8 	
0.2473 	0 	1019.1 	8 	
0.2474 	0 	1019.1 	8 	
0.2475 	0 	1019.1 	8 	
0.2476 	0 	1019.1 	8 	
0.2477 	0 	1019.1 	8 	
0.2478 	0 	1019.1 	8 	
0.2479 	0 	1019.1 	8 	
0.248 	0 	1019.1 	8 	
0.2481 	0 	1019.1 	8 	
0.2482 	0 	1019.1 	8 	
0.2483 	0 	1019.1 	8 	
0.2484 	0 	1019.1 	8 	
0.2485 	0 	1019.1 	8 	
0.2486 	0 	1019.1 	8 	
0.2487 	0 	1019.1 	8 	
0.2488 	0 	1019.1 	8 	
0.2489 	0 	1019.1 	8 	
0.249 	0 	1019.1 	8 	
0.2491 	0 	1019.1 	8 	
0.2492 	0 	1019.1 	8 	
0.2493 	0 	1019.1 	8 	
0.2494 	0 	1019.1 	8 	
0.2495 	0 	1019.1 	8 	
0.2496 	0 	1019.1 	8 	
0.2497 	0 	1019.1 	8 	
0.2498 	0 	1019.1 	8 	
0.2499 	0 	1019.1 	8 	
0.25 	0 	1019.1 	8 	
0.2501 	0 	1019.1 	8 	
0.2502 	0 	1019.1 	8 	
0.2503 	0 	1019.1 	8 	
0.2504 	0 	1019.1 	8 	
0.2505 	0 	1019.1 	8 	
0.2506 	0 	1019.1 	8 	
0.2507 	0 	1019.1 	8 	
0.2508 	0 	1019.1 	8 	
0.2509 	0 	1019.1 	8 	
0.251 	0 	1019.1 	8 	
0.2511 	0 	1019.1 	8 	
0.2512 	0 	1019.1 	8 	
0.2513 	0 	1019.1 	8 	
0.2514 	0 	1019.1 	8 	
0.2515 	0 	1019.1 	8 	
0.2516 	0 	1019.1 	8 	
0.2517 	0 	1019.1 	8 	
0.2518 	0 	1019.1 	8 	
0.2519 	0 	1019.1 	8 	
0.252 	0 	1019.1 	8 	
0.2521 	0 	1019.1 	8 	
0.2522 	0 	1019.1 	8 	
0.2523 	0 	1019.1 	8 	
0.2524 	0 	1019.1 	8 	
0.2525 	0 	1019.1 	8 	
0.2526 	0 	1019.1 	8 	
0.2527 	0 	1019.1 	8 	
0.2528 	0 	1019.1 	8 	
0.2529 	0 	1019.1 	8 	
0.253 	0 	1019.1 	8 	
0.2531 	0 	1019.1 	8 	
0.2532 	0 	1019.1 	8 	
0.2533 	0 	1019.1 	8 	
0.2534 	0 	1019.1 	8 	
0.2535 	0 	1019.1 	8 	
0.2536 	0 	1019.1 	8 	
0.2537 	0 	1019.1 	8 	
0.2538 	0 	1019.1 	8 	
0.2539 	0 	1019.1 	8 	
0.254 	0 	1019.1 	8 	
0.2541 	0 	1019.1 	8 	
0.2542 	0 	1019.1 	8 	
0.2543 	0 	1019.1 	8 	
0.2544 	0 	1019.1 	8 	
0.2545 	0 	1019.1 	8 	
0.2546 	0 	1019.1 	8 	
0.2547 	0 	1019.1 	8 	
0.2548 	0 	1019.1 	8 	
0.2549 	0 	1019.1 	8 	
0.255 	0 	1019.1 	8 	
0.2551 	0 	1019.1 	8 	
0.2552 	0 	1019.1 	8 	
0.2553 	0 	1019.1 	8 	
0.2554 	0 	1019.1 	8 	
0.2555 	0 	1019.1 	8 	
0.2556 	0 	1019.1 	8 	
0.2557 	0 	1019.1 	8 	
0.2558 	0 	1019.1 	8 	
0.2559 	0 	1019.1 	8 	
0.256 	0 	1019.1 	8 	
0.2561 	0 	1019.1 	8 	
0.2562 	0 	1019.1 	8 	
0.2563 	0 	1019.1 	8 	
0.2564 	0 	1019.1 	8 	
0.2565 	0 	1019.1 	8 	
0.2566 	0 	1019.1 	8 	
0.2567 	0 	1019.1 	8 	
0.2568 	0 	1019.1 	8 	
0.2569 	0 	1019.1 	8 	
0.257 	0 	1019.1 	8 	
0.2571 	0 	1019.1 	8 	
0.2572 	0 	1019.1 	8 	
0.2573 	0 	1019.1 	8 	
0.2574 	0 	1019.1 	8 	
0.2575 	0 	1019.1 	8 	
0.2576 	0 	1019.1 	8 	
